gene,k,meta_logFC,meta_SE,meta_z,meta_pvalue,tau2,I2,QEp,direction_consistency,studies,meta_FDR
FECH,4,-0.22228708631339586,0.05679434724350087,-3.913894552927233,9.081930852175572e-5,2.144896977078818e-6,0.012346144235372964,0.033189694301683226,1,GSE164416;GSE20966;GSE25724;GSE38642,0.009144070379058879
UFSP2,4,-0.2501437963444564,0.06400943495185374,-3.9079207078239038,9.309384600301485e-5,0,0,4.4634306857121894e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.009275444135612886
TMPRSS3,4,0.6846931923785764,0.17567133885954705,3.8975805434374418,9.715851320244206e-5,0.026275290478809925,18.35209726729987,0.518272091761142,1,GSE164416;GSE20966;GSE25724;GSE38642,0.009531499269552393
ADAMTS9,4,0.6304533579730699,0.16191682945827532,3.893686407289322,9.873226848973856e-5,2.431590532689175e-6,0.0017774710787023102,0.47416094249778445,1,GSE164416;GSE20966;GSE25724;GSE38642,0.009552150769171918
WDR7,4,-0.24406682650809092,0.06268803652471291,-3.8933557348199086,9.886700743837113e-5,5.339549249593024e-6,0.0234075359680966,0.044358322354245534,1,GSE164416;GSE20966;GSE25724;GSE38642,0.009552150769171918
SIPA1L2,3,-0.3519100432034871,0.09075863524598882,-3.877427665694656,1.055666991063357e-4,6.30014661245485e-7,0.0017179888237153144,0.047906156265101515,1,GSE164416;GSE20966;GSE38642,0.01009745476952101
SMOC2,3,0.5737859837516962,0.1484760647687144,3.8645015588573135,1.1131627915965309e-4,1.964371831521881e-6,9.947293458941906e-4,0.5029912797107293,1,GSE164416;GSE20966;GSE38642,0.010541982278832494
SLC15A1,4,0.4508256597238922,0.11663368983426138,3.865312504170311,1.1094705211669526e-4,0,0,0.9881368863394343,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.010541982278832494
CASR,4,-0.42233393671130437,0.10985504479999121,-3.8444655635089973,1.2081544848338541e-4,0,0,0.0023064218313654634,1,GSE164416;GSE20966;GSE25724;GSE38642,0.011219415191685256
NLK,4,-0.2016940841286968,0.05244651979043687,-3.8457095901618588,1.2020406507215588e-4,0,0,0.0034578798979552775,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.011219415191685256
NPTX2,4,-0.5365071298725604,0.13967190782031352,-3.841195686700087,1.224364574336692e-4,0,0,0.588853826333711,1,GSE164416;GSE20966;GSE25724;GSE38642,0.011283263613549695
OSBPL3,4,0.3312281993558665,0.08624156245924632,3.8407026717818256,1.226826362581462e-4,0,0,0.09956089915215491,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.011283263613549695
WASL,4,-0.19352079371114572,0.05045662340712123,-3.8353893035940456,1.2536556099886778e-4,0,0,0.005489848150329773,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.011366956494175212
SOCS6,4,-0.1994758547520023,0.05204068313248735,-3.8330752546842692,1.265512181314625e-4,0,0,1.1576083140771835e-5,1,GSE164416;GSE20966;GSE25724;GSE38642,0.011419456617239988
PRR36,3,0.5296815916474498,0.13870241787463589,3.818834593973658,1.3408362721892332e-4,0,0,0.522359987677124,1,GSE164416;GSE20966;GSE25724,0.012042346425812221
TBXAS1,4,0.2923676494079111,0.07660100700261069,3.8167598684172224,1.3521565146107348e-4,0,0,0.9078581618179291,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012087268282478204
SH2D2A,4,0.3665680286988951,0.09619227701580682,3.8107844004842377,1.3852654313446517e-4,0.006185259227900682,12.10666754512428,0.333004917146933,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012253701693690534
SEPT9,3,0.3357475826252241,0.08808195642725954,3.811763455804862,1.379788867048433e-4,0,0,0.006062496954620423,1,GSE20966;GSE25724;GSE38642,0.012253701693690534
SCAMP1,4,-0.2846076757195195,0.0747013050715741,-3.8099424828900417,1.389991253283244e-4,7.772910698655867e-6,0.023627647979302762,0.05393388745290207,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012253701693690534
CLCN4,4,-0.3401733581723041,0.089428269323586565,-3.8038682929379233,1.4245394060906502e-4,0,0,0.2198554256788768,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012338442577960978
CNP,4,-0.2690952189686973,0.07072227775657328,-3.804956903324374,1.41828882718539e-4,0.0020081728271932153,7.879815380141892,0.578698121611138,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012338442577960978
STK16,4,-0.2032270076045015,0.05342851232685677,-3.8037182536775576,1.4254029324251835e-4,0,0,0.7176472795652942,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.012338442577960978
B3GALNT2,3,0.3158016537861341,0.08314664682678805,3.798128557655673,1.4579270555603474e-4,0,0,0.018246001207679698,1,GSE164416;GSE20966;GSE38642,0.012563128185977228
MORF4L1,4,-0.16477907678531825,0.04342809585549953,-3.794296607744348,1.480625945614541e-4,0,0,3.0589703131833656e-7,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012644809973038467
CPEB3,4,-0.22607746487532704,0.059681066852217496,-3.7880935579643875,1.5180768722374162e-4,0,0,0.9986400129447318,1,GSE164416;GSE20966;GSE25724;GSE38642,0.012849916179602554
HLA-DRA,4,0.6455868746115806,0.17062779235555844,3.7835974180940615,1.5457778148471386e-4,0.03298247497542852,28.56054213291596,0.27218062295901474,1,GSE164416;GSE20966;GSE25724;GSE38642,0.013026753126883596
AACS,4,-0.2675518902766547,0.07084357436628136,-3.7766571304453898,1.589472995234613e-4,4.107841915915299e-6,0.015073349240456507,0.04708477016652308,1,GSE164416;GSE20966;GSE25724;GSE38642,0.013163428085248865
PCYOX1,4,-0.2320291727973321,0.06142947570142634,-3.777163489480093,1.5862461204505456e-4,8.10478445538017e-4,4.199928905512603,0.3944713988875311,1,GSE164416;GSE20966;GSE25724;GSE38642,0.013163428085248865
LRRC8D,4,-0.20773638266420602,0.05498539315226724,-3.7780285045691326,1.5807478952658784e-4,3.4912063576516866e-6,0.022014356913108917,0.6102076828431822,1,GSE164416;GSE20966;GSE25724;GSE38642,0.013163428085248865
MIGA1,3,-0.18914917617613403,0.050274229890898796,-3.7623485548482947,1.6832523663202359e-4,0,0,0.5531286509664676,1,GSE164416;GSE20966;GSE38642,0.013879576624011255
CHMP5,4,-0.2317341538641175,0.06162588925352879,-3.760337687149043,1.696841446165378e-4,0,0,1.1323328839305295e-5,1,GSE164416;GSE20966;GSE25724;GSE38642,0.013931578053709733
ADORA3,3,0.6737808713981153,0.17936914006587615,3.756392382494885,1.723803483205885e-4,5.888743152829607e-6,0.001779637752947331,0.1931910361496368,1,GSE164416;GSE20966;GSE25724,0.0139898175565244
MCOLN3,4,-0.3243220812496651,0.08646690380963022,-3.7508233435038743,1.7625485115119492e-4,0,0,3.833806775358789e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01422681562245721
SKA2,3,-0.23803586214453384,0.06357264886462982,-3.744312473928876,1.8088841996701543e-4,0,0,0.6649308362263898,1,GSE164416;GSE20966;GSE38642,0.014539476781382375
SDS,4,0.3569938317378314,0.095713779593481,3.729806024316127,1.9162723814169873e-4,5.617622962762717e-6,0.010781525422261446,0.15795692233199315,1,GSE164416;GSE20966;GSE25724;GSE38642,0.015274287773544568
PI15,4,0.4074370583651812,0.10961343122147246,3.717035894460416,2.0157381393329357e-4,4.4509476212348495e-7,4.7646893779028794e-4,0.09584348264117458,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01597484392191584
CH25H,4,0.3431394484039343,0.09233128905242663,3.716393997370667,2.0208636848424643e-4,0,0,4.4419733873784037e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01597484392191584
TMED6,3,-0.7717932526184379,0.20773287357209402,-3.715315921582271,2.0294996750114914e-4,0,0,0.004530241961632181,1,GSE164416;GSE20966;GSE38642,0.01597709003414396
TAGLN3,4,-0.4945838806014489,0.13319251526269357,-3.713300853475052,2.0457345349822361e-4,0.020331558957707593,28.975976296962028,0.0947970274033105,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01603889412057794
PVR,4,0.217329959097053,0.058584064093137905,3.7097112066438114,2.0749579769620022e-4,0,0,0.7835393585471861,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01614601643869837
LYRM2,4,-0.21561949055602794,0.05812550865276802,-3.709550170891448,2.076278120188081e-4,8.020958826629259e-6,0.04836360364532897,0.3738362243358771,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01614601643869837
CLCN3,4,-0.19926614964528888,0.05373974386528734,-3.707984729975665,2.0891525072768387e-4,0,0,8.577952007814813e-6,1,GSE164416;GSE20966;GSE25724;GSE38642,0.016180359297249362
TAF7,4,-0.16142603116238344,0.04360280728032558,-3.702193533654012,2.1374347069807735e-4,0,0,0.03748486604972694,1,GSE164416;GSE20966;GSE25724;GSE38642,0.016487550784089595
JKAMP,3,-0.19480078208401358,0.05280634338895048,-3.68896555948191,2.25167694042295e-4,0,0,6.366176022993288e-4,1,GSE164416;GSE20966;GSE38642,0.01709308725011549
SLC19A3,4,0.49295325556256137,0.13388147386438082,3.6820124647112333,2.3140009406512972e-4,0,0,0.5911781637291333,1,GSE164416;GSE20966;GSE25724;GSE38642,0.017324432607638957
TEAD4,4,0.2938327325011813,0.0798126485328931,3.6815309089772197,2.3183767629668444e-4,0,0,0.002533490083075669,1,GSE164416;GSE20966;GSE25724;GSE38642,0.017324432607638957
PTPN4,4,-0.19955541384212105,0.05424306832425973,-3.678910872983778,2.3423210021471718e-4,3.8692730883210517e-7,0.0022921079340551486,0.23633174951341113,1,GSE164416;GSE20966;GSE25724;GSE38642,0.017435253218317275
CYP19A1,4,0.3191360479932925,0.08688423923445379,3.673117826722475,2.3960893005256945e-4,0,0,0.9240597004473577,1,GSE164416;GSE20966;GSE25724;GSE38642,0.017697756107743837
MCUB,4,-0.3213667913470958,0.08755036895964131,-3.67065033723888,2.4193412054438593e-4,6.065856281624218e-6,0.011903182954169566,0.579324731992934,1,GSE164416;GSE20966;GSE25724;GSE38642,0.01780076817697732
SERPING1,4,0.5833203034203568,0.1595398614803379,3.6562668289156477,2.559149755485457e-4,0,0,4.3185307074378906e-5,1,GSE164416;GSE20966;GSE25724;GSE38642,0.018614652023740224
ATL1,3,-0.26986614859952207,0.0738737629397559,-3.6530716435765984,2.591218945534959e-4,0,0,0.6282543570193483,1,GSE164416;GSE20966;GSE38642,0.018776522131849913
PRRX1,4,0.34498826660192167,0.09490911563751596,3.634932896430379,2.7805299982586e-4,1.1489013188205801e-7,1.658264205708952e-4,0.05723497145081978,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02007227881761774
SEMA3C,4,0.3827965737550574,0.10541410376151787,3.6313601320471487,2.8193144075738883e-4,1.1167481085263737e-7,1.7168355958756918e-4,0.1296151035729299,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02019980697261741
MYOT,4,0.2013370937438128,0.05544396912496438,3.6313614793706774,2.8192996865241874e-4,5.949040836441922e-9,3.3229800034896875e-5,0.047671776606931754,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02019980697261741
TMSB10,4,0.3173829706220901,0.08749572670898613,3.6274111040613106,2.862772905655723e-4,0,0,9.459022756849098e-5,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02043464391238581
KLF6,4,0.3894099844301838,0.10759116130629014,3.6193492077068754,2.95344855049099e-4,3.4463391823937945e-6,0.0045637057219104354,0.5537719595571536,1,GSE164416;GSE20966;GSE25724;GSE38642,0.020550562364299977
MGAT4A,4,-0.3058350857744895,0.08451494445943084,-3.618710131452521,2.9607504159125656e-4,0.006910320079684438,23.25442308548279,0.1097458696296441,1,GSE164416;GSE20966;GSE25724;GSE38642,0.020550562364299977
RNF125,4,0.2653468356841581,0.07329712863464734,3.620153212369215,2.944286227729431e-4,1.0019801671293716e-6,0.003298967054688307,0.23587885702709085,1,GSE164416;GSE20966;GSE25724;GSE38642,0.020550562364299977
CLIP4,4,-0.25509260932766537,0.07042529794916698,-3.622172951427076,2.921386881319064e-4,0,0,0.724991678890684,1,GSE164416;GSE20966;GSE25724;GSE38642,0.020550562364299977
USF3,3,-0.2538265645737009,0.07011810004126716,-3.6199863433880033,2.94618565065546e-4,0,0,0.9497256903527883,1,GSE164416;GSE20966;GSE38642,0.020550562364299977
KATNAL1,3,-0.2651864919942453,0.07333999505767777,-3.6158509662523306,2.993625779338615e-4,2.4483080246203943e-6,0.010151343773574652,0.47645085150400435,1,GSE164416;GSE20966;GSE38642,0.02067439031001722
RBBP7,4,-0.135064981276072,0.03744794482680621,-3.606739485991471,3.100686831444354e-4,0,0,0.11314569553840258,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02118433538768946
CRISP3,4,1.339536298966289,0.37207498007061107,3.600178379938572,3.179989483370857e-4,0,0,0.687275365541893,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02155722551889512
TMEM108,3,-0.37397258543605494,0.10389752977509359,-3.5994367358453214,3.1890720448757553e-4,6.0374112930959995e-6,0.011466886595217237,0.2128069128959719,1,GSE164416;GSE20966;GSE38642,0.02155722551889512
WNT7A,3,0.29812950403573646,0.08279316023320103,3.6008953299524253,3.1712323615021906e-4,0.0011954019142536522,3.6216276991512744,0.49174199281643904,1,GSE20966;GSE25724;GSE38642,0.02155722551889512
ACP6,4,-0.3328377410782469,0.0925846815425892,-3.5949547542067273,3.244479584437285e-4,0.006797946979962949,17.830548182243927,0.13880401414271087,1,GSE164416;GSE20966;GSE25724;GSE38642,0.021626095627277096
COBLL1,4,-0.2009720887845824,0.055880470398664964,-3.5964637976523512,3.225724525554931e-4,2.9260193096642433e-8,1.5767532795268798e-4,0.026707462321169263,1,GSE164416;GSE20966;GSE25724;GSE38642,0.021626095627277096
RIMKLB,3,-0.2909799771072678,0.08103140819450647,-3.590952984660025,3.2947107098105785e-4,1.7089501651635219e-6,0.006216712781218155,0.1461867554773789,1,GSE164416;GSE20966;GSE38642,0.021811323114699736
CACTIN,3,0.5376747151438591,0.1498144343524099,3.588937991642927,3.32027796545591e-4,0,0,0.7054806679321614,1,GSE164416;GSE20966;GSE25724,0.021836767122133758
JAZF1,3,-0.23601057099292028,0.06576267096166868,-3.5888227704511055,3.3217455475906553e-4,0,0,0.004458063639937365,1,GSE164416;GSE20966;GSE38642,0.021836767122133758
A2M,4,0.48846338635112707,0.13624251639301935,3.585249298699495,3.367563646205426e-4,3.4304994173812007e-6,0.003371189393548591,0.5135224419561998,1,GSE164416;GSE20966;GSE25724;GSE38642,0.021986857526249078
GNG2,3,-0.35824017770502664,0.10001055908519506,-3.582023548132112,3.4094305154238756e-4,8.114644770391655e-6,0.019687901741101178,0.40999220790509006,1,GSE164416;GSE20966;GSE38642,0.02218449175512202
BEX2,3,-0.2647171458426339,0.07392034465111279,-3.5811135228337827,3.4213294630423005e-4,0,0,0.589117397137014,1,GSE164416;GSE20966;GSE38642,0.022186451738304816
PHLDA1,4,0.3550560943119292,0.0992046776070126,3.579025736250474,3.4487750761993323e-4,0,0,0.9578670000771732,1,GSE164416;GSE20966;GSE25724;GSE38642,0.022288874056653116
HLA-DPA1,3,0.9067410944643635,0.2537061605094535,3.573981383201678,3.515939390812908e-4,0,0,0.9538876598679432,1,GSE164416;GSE20966;GSE25724,0.02260964561661554
HIPK1,4,-0.16682520120276612,0.046683624119784814,-3.5735272131981834,3.5220462068747684e-4,0,0,0.0014667533696327006,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02260964561661554
IL1R2,4,0.6107133344622191,0.17117675718650488,3.567735155753763,3.6008018148910525e-4,0.019476736859789456,13.883087091334984,0.24105290419619455,1,GSE164416;GSE20966;GSE25724;GSE38642,0.022613922963581147
ABCA6,4,0.34135195718174344,0.09564757747768352,3.5688510486466596,3.585501908935042e-4,0.014678779581113821,42.91526344084455,0.0908856018501393,1,GSE164416;GSE20966;GSE25724;GSE38642,0.022613922963581147
CYTH1,4,0.2942391680989943,0.08248009155595258,3.5673962352404676,3.6054607965981444e-4,0.005875571073077605,19.68085497890602,0.2738931163488087,1,GSE164416;GSE20966;GSE25724;GSE38642,0.022613922963581147
EZR,4,0.23408225050455023,0.06565611607165561,3.565277151774834,3.634718888273904e-4,4.033744291679243e-6,0.015543035317420182,0.3444752027743428,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.022722932134862674
TAB3,3,-0.189598955642517,0.053206259131276266,-3.5634708911731203,3.6598329588634484e-4,0,0,0.017681158158949793,1,GSE164416;GSE20966;GSE38642,0.02273136509839538
LMBRD2,3,-0.25473269024454226,0.07154426705990806,-3.560490598516303,3.7016256484591353e-4,2.255591154774544e-6,0.01072191064993984,0.08252285270795917,1,GSE164416;GSE20966;GSE38642,0.022908430159464144
ANAPC16,3,-0.1807927167055275,0.050788250821108376,-3.5597350525485565,3.7122913483710843e-4,0,0,0.9443428460921418,1,GSE164416;GSE20966;GSE38642,0.022908430159464144
HPGDS,4,0.31518844804197266,0.08862206155845602,3.556546107134634,3.757625563036755e-4,0,0,0.2756717879217484,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02296593515044509
IER5,4,0.20335234751800735,0.05715464379520798,3.557932199641441,3.737857584215409e-4,4.393627597610913e-6,0.011827138949770201,0.14173711806481673,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.02296593515044509
APOD,4,0.9429185940275574,0.2655059763518429,3.551402522020904,3.83183901710337e-4,0.11876339642856831,46.099692966875246,0.16824159927271515,1,GSE164416;GSE20966;GSE25724;GSE38642,0.023145377374297983
MROH7,3,0.5237829184374215,0.14746049803855943,3.5520219001325875,3.822830413831535e-4,2.8052033857127907e-6,0.003189876118706,0.2508573888904464,1,GSE164416;GSE20966;GSE25724,0.023145377374297983
B3GALNT1,4,-0.30148064007542436,0.08485984218156516,-3.552689143946082,3.813147773796389e-4,0.008297710145282931,29.314344239571763,0.12136801822338172,1,GSE164416;GSE20966;GSE25724;GSE38642,0.023145377374297983
OCIAD2,3,-0.23391322555399752,0.06586953810881599,-3.5511593411748934,3.8353814049411715e-4,3.0242428165113945e-6,0.017154399777469694,0.17662674166307973,1,GSE164416;GSE20966;GSE38642,0.023145377374297983
LOC100289518,3,0.4767680344927852,0.13442654377432442,3.5466807455318086,3.901170329033472e-4,2.210027108033172e-6,6.571179743722797e-4,0.1094518725150612,1,GSE164416;GSE20966;GSE25724,0.023394792600128625
WWC2,4,0.3258477459039988,0.09227393087811422,3.531308819328561,4.135086619562352e-4,0,0,3.548813256825093e-4,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02456652392305211
KLHL7,4,-0.18122999426004932,0.051313819799521695,-3.531796988961219,4.1274609216314205e-4,0,0,0.3392355641515518,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02456652392305211
METTL14,3,-0.19429509963249453,0.055111903977445455,-3.5254652009847054,4.227397133695926e-4,0,0,0.6351463917994731,1,GSE164416;GSE20966;GSE38642,0.025023018311704778
IL1RL1,4,0.8368900669247482,0.23778199926689375,3.51956863641893,0.00043224917854253764,0,0,0.7249581118384605,1,GSE164416;GSE20966;GSE25724;GSE38642,0.025442851647749985
TRADD,4,0.2499621796946838,0.07122393637909595,3.5095249210074138,4.4890798873353007e-4,0,0,0.005011725342839613,1,GSE164416;GSE20966;GSE25724;GSE38642,0.026181737269733017
KIF3A,4,-0.18149915890026105,0.05173384878923556,-3.5083250743568537,4.509376746145483e-4,5.248183342264596e-7,0.002997162005434668,0.5941043369098253,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02622017542667571
DCLRE1A,4,-0.21310850740363466,0.060890737659292225,-3.499850972344285,4.655183336300087e-4,0,0,0.7086724738321781,1,GSE164416;GSE20966;GSE25724;GSE38642,0.026946233770437415
MMP12,4,0.4680261652743719,0.1338997389104137,3.4953478556631628,4.7344428484655027e-4,0,0,0.018353126227105287,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.027165758810274918
SLC16A5,3,0.2656754327886256,0.07603614253606598,3.494067741043131,4.7572029280930984e-4,0,0,0.5019886910664859,1,GSE164416;GSE25724;GSE38642,0.027165758810274918
PARPBP,4,-0.20717898998357093,0.059292044836335656,-3.4942122599321523,4.754628321359903e-4,1.6698012969188888e-6,0.006763283773982326,0.416097129881642,1,GSE164416;GSE20966;GSE25724;GSE38642,0.027165758810274918
TRAPPC8,4,-0.15163098737572972,0.04339485797553482,-3.494215546487474,4.7545697864328205e-4,0,0,0.1663199642353444,1,GSE164416;GSE20966;GSE25724;GSE38642,0.027165758810274918
FAM66D,3,0.40102281313930416,0.11515011838621901,3.4826087785186153,4.965534392992379e-4,3.738154642666874e-8,1.6381205904873543e-5,0.5219308669374403,1,GSE164416;GSE20966;GSE25724,0.028271033612483395
F2RL2,4,0.4361829022233355,0.12538425157781377,3.478769436627688,5.037217741604531e-4,1.9966588400808972e-6,0.002358096035101334,0.2521806191526138,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.028594057981274384
SCOC,3,-0.3249801683586179,0.09353221100289685,-3.4745267419002075,5.117553512129225e-4,0.0071571615590995865,24.964963525391823,0.07484124783470203,1,GSE164416;GSE20966;GSE38642,0.028964141623382268
TM2D3,4,-0.17942812239828648,0.051678158264314975,-3.4720301269363536,5.165383660087456e-4,0,0,0.21452976289108946,1,GSE164416;GSE20966;GSE25724;GSE38642,0.029148610447632166
ZNF692,4,0.3200947805591069,0.09223943353636874,3.470259609008743,5.199555408520958e-4,0,0,0.002686367485959379,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02918002863292918
CHCHD7,4,-0.20718726136853094,0.05970817007358078,-3.469998512987515,5.204612462816809e-4,5.089863113724134e-6,0.023442791924931223,0.4385348687743403,1,GSE164416;GSE20966;GSE25724;GSE38642,0.02918002863292918
MATN1,3,0.6025214201815091,0.17404804451702952,3.461810914644066,5.365539752934318e-4,0,0,0.8041030020277639,1,GSE164416;GSE20966;GSE25724,0.02992500742671531
IGSF11,3,-0.3642302194194299,0.10526087424029716,-3.460262153893371,5.396497344883935e-4,0.0028895685348258615,4.757258377209359,0.03194442257327304,1,GSE164416;GSE20966;GSE38642,0.03001017273477607
MYBBP1A,4,0.212105510336955,0.061372687338373304,3.4560244880190525,5.48205514919304e-4,0,0,0.8533520769714895,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.030309744220827415
MSANTD4,3,-0.2257690737084586,0.06539665653034588,-3.452303002733717,5.558231769555474e-4,0,0,0.0016656320727457827,1,GSE164416;GSE20966;GSE38642,0.03034882066655211
KIF21A,3,-0.21863529696304312,0.06331256201214847,-3.4532688303008685,5.538367667447089e-4,6.574594020062926e-7,0.00389880251965051,0.06580122641246224,1,GSE164416;GSE20966;GSE38642,0.03034882066655211
TAAR3,3,0.20409374712337727,0.05909033603561097,3.453927677791163,5.52485516222301e-4,0,0,0.9959776454788475,1,GSE20966;GSE25724;GSE38642,0.03034882066655211
TMEM117,3,-0.23029726423340194,0.06674804290903658,-3.4502474409212005,5.600729463341345e-4,0,0,0.8388291473382515,1,GSE164416;GSE20966;GSE38642,0.030438055293670434
SERPINB4,3,0.4261069877627438,0.1235772313767102,3.448102720992416,5.64539292312344e-4,8.607031982979803e-7,0.0013179726309664914,0.12443983128791035,1,GSE20966;GSE25724;GSE38642,0.030507448197556897
SH3BGRL,4,-0.2772470731806005,0.08039474057220654,-3.4485722723564365,5.635586321547236e-4,0,0,0.049056549673832536,1,GSE164416;GSE20966;GSE25724;GSE38642,0.030507448197556897
SGCB,4,-0.2209477950001807,0.06416465282197066,-3.4434503310290774,5.743420805296474e-4,1.3590942600770743e-6,0.005686620844906456,0.3295644840144986,1,GSE164416;GSE20966;GSE25724;GSE38642,0.030862820226213922
SLC12A7,4,0.38858120398386414,0.1129678731782225,3.439749665560432,5.822524738124037e-4,0.01952306632084128,40.8310356599802,0.04981905233309664,1,GSE164416;GSE20966;GSE25724;GSE38642,0.031200251607930767
ATP4A,4,0.40135215941794056,0.1168218153450239,3.4355925580558653,5.912594544241481e-4,4.338352487382787e-6,0.003462252679675465,0.2884654850806041,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.03149239650424734
VILL,4,0.3157753716989038,0.09192518275114785,3.4351345545185854,5.92259678716533e-4,0,0,0.8401616058244799,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03149239650424734
ABCC8,4,-0.3470146314892498,0.1013968686990046,-3.422340708758558,6.20844637571326e-4,0,0,3.2923041026910935e-7,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03253906278558758
TPI1,3,-0.3401068998293633,0.09967546942298601,-3.412142443855216,6.445442287922853e-4,0,0,0.7345454912790353,1,GSE164416;GSE20966;GSE25724,0.03340815497931319
GRB7,4,0.27560652464238045,0.0807861905283902,3.4115549061015042,6.459349098761358e-4,0,0,0.7946440058654418,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03340815497931319
TGOLN2,4,-0.15674671851990268,0.04607131340827932,-3.4022628599890155,6.683032549802183e-4,1.2332572169867887e-6,0.0098960764700027435,0.09377535258318535,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03445994950881827
CYBRD1,4,0.3451221892468634,0.10156034540952788,3.398198261882691,6.783124295977806e-4,0,0,0.5409339631180022,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03478851683165025
IDO1,4,0.5904489467137373,0.17427053048594893,3.3881169987104847,7.037423808976985e-4,0,0,0.3936781194461248,0.75,GSE164416;GSE20966;GSE25724;GSE38642,0.035804765283438754
TPM4,4,0.32644259485920335,0.09653294669599265,3.3816702590386676,7.204657003822705e-4,0.009796716072776438,25.498045638214407,0.13142105368931264,1,GSE164416;GSE20966;GSE25724;GSE38642,0.036461663619875226
SYTL2,4,0.3551805360492068,0.10517767706539866,3.376957411108807,7.329239740359819e-4,0.0085826813083182,17.986042604245977,0.0724412819211584,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03663838906584537
PNPLA4,4,-0.25311276472737054,0.07494418128383641,-3.3773504545837323,7.318773763539093e-4,3.52962022966941e-7,0.0010512876286620746,0.2969337161210398,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03663838906584537
STAU2,4,-0.2149236453724258,0.06377094156552941,-3.370244191103493,7.510159939963407e-4,0,0,0.948905632255417,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03741389574257812
FAM200B,3,-0.2161505202390515,0.06421591033558169,-3.3659963568138296,7.626771566356549e-4,0,0,0.9153243925930581,1,GSE164416;GSE20966;GSE38642,0.03779796374725409
OSBPL8,4,-0.19742741363749988,0.058648460204457326,-3.3662846893036633,7.618803378802029e-4,0,0,0.0050600151473273085,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03779796374725409
TMC7,4,0.3352214262177723,0.0996360770491741,3.364458298095459,7.669407337666904e-4,0,0,0.843544944426126,1,GSE164416;GSE20966;GSE25724;GSE38642,0.03791104970789868
APOL1,4,0.62811704545332,0.18684101395992525,3.3617728363861388,7.744380606179227e-4,0.0433944248570343,31.430078602903567,0.11692073629235342,1,GSE164416;GSE20966;GSE25724;GSE38642,0.038084833160979076
GOSR1,4,-0.16302487317116526,0.048490119906505716,-3.362022479744227,7.737382432814201e-4,4.990874616038531e-7,0.003829101377548706,0.1240074473546387,1,GSE164416;GSE20966;GSE25724;GSE38642,0.038084833160979076
MTMR11,4,0.26871353741678294,0.07999825212692314,3.3589926063690623,7.822716035413169e-4,0,0,0.8192000785555464,1,GSE164416;GSE20966;GSE25724;GSE38642,0.038273288429016346
DLEU1,4,-0.26625971143881744,0.07934364573652611,-3.355778638190858,7.914188747416707e-4,3.3878592268941164e-6,0.010694413160249031,0.01727875922489841,1,GSE164416;GSE20966;GSE25724;GSE38642,0.0385237737247027
PDZK1,3,-0.45892976489187687,0.1370517611592466,-3.3485871397057476,8.122473382286807e-4,0,0,0.03542310641405013,1,GSE164416;GSE20966;GSE25724,0.03923811005129965
